"OrderID","Date","Region","City","Category","Product","CustomerSegment","Channel","Sales","COGS","Profit","Quantity","Discount","Rating"
"O0519","2025-12-06","West","Sunnyvale","Food","Sandwich","Consumer","Store","64.8","36","28.8","6","0.1","1"
"O0520","2025-09-19","East","River Town","Food","Muffin","Small Business","Online","10","4","6","2","0","2"
"O0521","2025-09-08","South","Sunnyvale","Accessories","Bottle","Small Business","Online","71.25","35","36.25","5","0.05","4"
"O0522","2025-08-31","North","Cedar Point","Accessories","Mug","Corporate","Store","25.5","12","13.5","3","0.15","2"
"O0523","2025-10-03","West","River Town","Beverages","Coffee","Corporate","Online","27.2","12","15.2","4","0.15","5"
"O0524","2025-04-24","West","Maple City","Beverages","Tea","Consumer","Store","37.8","14","23.8","7","0.1","2"
"O0525","2025-12-12","West","Hillview","Food","Sandwich","Corporate","Online","71.4","42","29.4","7","0.15","1"
"O0526","2025-01-07","East","River Town","Food","Muffin","Corporate","Online","20","8","12","4","0","3"
"O0527","2025-07-02","South","Lakeside","Accessories","Bottle","Consumer","Online","14.25","7","7.25","1","0.05","4"
"O0528","2025-05-15","West","Cedar Point","Accessories","Mug","Corporate","Store","76","32","44","8","0.05","2"
"O0529","2025-12-13","West","Sunnyvale","Beverages","Coffee","Corporate","Store","20.4","9","11.4","3","0.15","4"
"O0530","2025-04-16","South","River Town","Beverages","Tea","Small Business","Store","16.2","6","10.2","3","0.1","5"
"O0531","2025-09-29","North","Cedar Point","Food","Sandwich","Consumer","Store","22.8","12","10.8","2","0.05","3"
"O0532","2025-01-05","West","Sunnyvale","Food","Muffin","Consumer","Online","35","14","21","7","0","2"
"O0533","2025-05-01","East","Maple City","Accessories","Bottle","Small Business","Store","60","28","32","4","0","1"
"O0534","2025-11-19","North","Sunnyvale","Accessories","Mug","Corporate","Online","45","20","25","5","0.1","3"
"O0535","2025-04-27","North","Cedar Point","Beverages","Coffee","Corporate","Store","40.8","18","22.8","6","0.15","2"
"O0536","2025-10-26","North","Sunnyvale","Beverages","Tea","Corporate","Store","11.4","4","7.4","2","0.05","2"
"O0537","2025-01-26","West","Cedar Point","Food","Sandwich","Small Business","Store","30.6","18","12.6","3","0.15","4"
"O0538","2025-01-07","North","Sunnyvale","Food","Muffin","Corporate","Store","35","14","21","7","0","1"
"O0539","2025-12-09","South","Sunnyvale","Accessories","Bottle","Consumer","Store","99.75","49","50.75","7","0.05","3"
"O0540","2025-11-18","North","River Town","Accessories","Mug","Corporate","Online","47.5","20","27.5","5","0.05","5"
"O0541","2025-12-09","East","Sunnyvale","Beverages","Coffee","Consumer","Store","54.4","24","30.4","8","0.15","2"
"O0542","2025-10-10","East","Cedar Point","Beverages","Tea","Small Business","Online","17.1","6","11.1","3","0.05","3"
"O0543","2025-07-06","North","Lakeside","Food","Sandwich","Corporate","Online","60","30","30","5","0","2"
"O0544","2025-04-05","South","River Town","Food","Muffin","Corporate","Store","19","8","11","4","0.05","5"
"O0545","2025-01-27","North","River Town","Accessories","Bottle","Corporate","Online","99.75","49","50.75","7","0.05","3"
"O0546","2025-05-24","East","Lakeside","Accessories","Mug","Corporate","Store","51","24","27","6","0.15","5"
"O0547","2025-01-21","South","Cedar Point","Beverages","Coffee","Small Business","Online","14.4","6","8.4","2","0.1","1"
"O0548","2025-08-14","East","Cedar Point","Beverages","Tea","Small Business","Online","24","8","16","4","0","3"
"O0549","2025-05-20","West","Lakeside","Food","Sandwich","Consumer","Online","86.4","48","38.4","8","0.1","5"
"O0550","2025-08-11","West","Maple City","Food","Muffin","Consumer","Store","4.5","2","2.5","1","0.1","3"
"O0551","2025-08-29","North","Lakeside","Accessories","Bottle","Small Business","Online","57","28","29","4","0.05","2"
"O0552","2025-12-29","East","Maple City","Accessories","Mug","Small Business","Store","8.5","4","4.5","1","0.15","1"
"O0553","2025-12-11","South","Sunnyvale","Beverages","Coffee","Small Business","Online","53.2","21","32.2","7","0.05","5"
"O0554","2025-03-12","North","Sunnyvale","Beverages","Tea","Corporate","Online","17.1","6","11.1","3","0.05","2"
"O0555","2025-04-26","North","Hillview","Food","Sandwich","Small Business","Store","40.8","24","16.8","4","0.15","3"
"O0556","2025-09-15","South","Lakeside","Food","Muffin","Consumer","Store","13.5","6","7.5","3","0.1","3"
"O0557","2025-10-25","West","Lakeside","Accessories","Bottle","Corporate","Store","94.5","49","45.5","7","0.1","5"
"O0558","2025-04-01","South","Hillview","Accessories","Mug","Consumer","Online","10","4","6","1","0","2"
"O0559","2025-03-20","East","River Town","Beverages","Coffee","Small Business","Store","53.2","21","32.2","7","0.05","2"
"O0560","2025-03-12","East","Maple City","Beverages","Tea","Corporate","Online","24","8","16","4","0","1"
"O0561","2025-04-02","South","Sunnyvale","Food","Sandwich","Consumer","Store","57","30","27","5","0.05","3"
"O0562","2025-05-24","North","Maple City","Food","Muffin","Small Business","Store","9.5","4","5.5","2","0.05","2"
"O0563","2025-04-09","West","Cedar Point","Accessories","Bottle","Small Business","Online","45","21","24","3","0","3"
"O0564","2025-07-25","South","River Town","Accessories","Mug","Small Business","Store","66.5","28","38.5","7","0.05","2"
"O0565","2025-12-30","East","Cedar Point","Beverages","Coffee","Consumer","Online","40","15","25","5","0","3"
"O0566","2025-01-07","West","Maple City","Beverages","Tea","Small Business","Online","20.4","8","12.4","4","0.15","5"
"O0567","2025-02-13","West","Cedar Point","Food","Sandwich","Consumer","Online","11.4","6","5.4","1","0.05","1"
"O0568","2025-06-30","South","Sunnyvale","Food","Muffin","Consumer","Online","8.5","4","4.5","2","0.15","4"
"O0569","2025-11-24","West","Sunnyvale","Accessories","Bottle","Corporate","Store","51","28","23","4","0.15","2"
"O0570","2025-09-15","West","Lakeside","Accessories","Mug","Consumer","Online","47.5","20","27.5","5","0.05","3"
"O0571","2025-12-03","East","Lakeside","Beverages","Coffee","Corporate","Store","15.2","6","9.2","2","0.05","3"
"O0572","2025-11-08","West","Cedar Point","Beverages","Tea","Corporate","Store","37.8","14","23.8","7","0.1","2"
"O0573","2025-04-07","East","Lakeside","Food","Sandwich","Small Business","Store","72","36","36","6","0","1"
"O0574","2025-04-24","East","Hillview","Food","Muffin","Corporate","Online","27","12","15","6","0.1","5"
"O0575","2025-06-12","South","Cedar Point","Accessories","Bottle","Small Business","Online","63.75","35","28.75","5","0.15","5"
"O0576","2025-04-09","North","River Town","Accessories","Mug","Corporate","Store","28.5","12","16.5","3","0.05","4"
"O0577","2025-05-11","North","Cedar Point","Beverages","Coffee","Consumer","Store","60.8","24","36.8","8","0.05","4"
"O0578","2025-01-31","North","Maple City","Beverages","Tea","Consumer","Online","27","10","17","5","0.1","1"
"O0579","2025-10-26","South","Lakeside","Food","Sandwich","Consumer","Store","20.4","12","8.4","2","0.15","2"
"O0580","2025-04-02","North","River Town","Food","Muffin","Corporate","Store","9","4","5","2","0.1","5"
"O0581","2025-11-25","South","Lakeside","Accessories","Bottle","Consumer","Online","12.75","7","5.75","1","0.15","3"
"O0582","2025-03-11","West","River Town","Accessories","Mug","Corporate","Store","72","32","40","8","0.1","5"
"O0583","2025-06-03","North","Hillview","Beverages","Coffee","Corporate","Online","20.4","9","11.4","3","0.15","4"
"O0584","2025-12-14","North","Maple City","Beverages","Tea","Corporate","Online","40.8","16","24.8","8","0.15","4"
"O0585","2025-03-20","North","Sunnyvale","Food","Sandwich","Consumer","Store","72","36","36","6","0","1"
"O0586","2025-01-01","West","River Town","Food","Muffin","Small Business","Online","17","8","9","4","0.15","1"
"O0587","2025-06-16","West","Lakeside","Accessories","Bottle","Small Business","Store","15","7","8","1","0","2"
"O0588","2025-11-14","West","Sunnyvale","Accessories","Mug","Small Business","Online","72","32","40","8","0.1","2"
"O0589","2025-01-08","East","Sunnyvale","Beverages","Coffee","Small Business","Online","16","6","10","2","0","1"
"O0590","2025-06-16","West","Sunnyvale","Beverages","Tea","Consumer","Store","18","6","12","3","0","3"
"O0591","2025-01-19","West","Cedar Point","Food","Sandwich","Corporate","Online","72","36","36","6","0","2"
"O0592","2025-03-28","South","River Town","Food","Muffin","Corporate","Online","22.5","10","12.5","5","0.1","1"
"O0593","2025-01-12","West","Sunnyvale","Accessories","Bottle","Consumer","Online","67.5","35","32.5","5","0.1","4"
"O0594","2025-08-10","North","Hillview","Accessories","Mug","Consumer","Online","68","32","36","8","0.15","5"
"O0595","2025-10-23","North","Hillview","Beverages","Coffee","Consumer","Store","7.6","3","4.6","1","0.05","1"
"O0596","2025-03-16","South","Maple City","Beverages","Tea","Corporate","Store","48","16","32","8","0","4"
"O0597","2025-04-25","West","River Town","Food","Sandwich","Small Business","Store","71.4","42","29.4","7","0.15","4"
"O0598","2025-11-08","North","Sunnyvale","Food","Muffin","Small Business","Store","33.25","14","19.25","7","0.05","3"
"O0599","2025-09-15","North","Lakeside","Accessories","Bottle","Small Business","Store","42.75","21","21.75","3","0.05","2"
"O0600","2025-08-25","North","Lakeside","Accessories","Mug","Corporate","Online","72","32","40","8","0.1","1"
